UDI,Product ID,Type,air_temp,process_temp,rpm,torque,tool_wear,Machine failure,TWF,HDF,PWF,OSF,RNF,power,temp_diff,wear_rate,torque_per_wear,strain_index,power_per_temp,rpm_zscore,torque_zscore,power_zscore,wear_zscore,temp_diff_zscore,high_wear_flag,high_torque_flag,low_rpm_flag,high_temp_flag,power_anomaly_flag
1086,L48265,L,297.0,307.8,1385,56.4,202,1,0,0,0,1,0,78114.0,10.800000000000011,0.14574314574314573,0.27783251231527095,11392.8,253.78167641325535,-0.8577230412800031,1.646423825513017,1.7803086258267775,1.4774999739902221,0.7984965942221405,1,0,1,0,0
1087,L48266,L,297.0,307.9,1455,49.0,204,0,0,0,0,0,0,71295.0,10.899999999999977,0.1401098901098901,0.23902439024390243,9996.0,231.552452094836,-0.4672812698369752,0.9041177570764021,1.1113262658400576,1.5089197652477628,0.8983873324562318,1,0,0,0,0
1088,H30501,H,296.9,307.8,1549,35.8,206,1,1,0,0,0,0,55454.2,10.900000000000034,0.1329032258064516,0.17294685990338163,7374.799999999999,180.16309291747888,0.05702625181509081,-0.4199957704051279,-0.4427455581924449,1.5403395565053035,0.8983873324562885,1,0,0,0,0
1089,M15948,M,296.9,307.8,1392,43.9,0,0,0,0,0,0,0,61108.799999999996,10.900000000000034,0.0,43.9,0.0,198.53411306042884,-0.8186788641357003,0.3925284396403564,0.11200259443710572,-1.6958989430213873,0.8983873324562885,0,0,1,0,0
1090,M15949,M,296.9,307.7,2008,17.5,3,0,0,0,0,0,0,35140.0,10.800000000000011,0.0014932802389248383,4.375,52.5,114.20214494637635,2.6172087245629454,-2.2556986153227028,-2.4356831527432914,-1.6487692561350764,0.7984965942221405,0,0,0,0,1
1091,L48270,L,296.9,307.7,1464,41.4,6,0,0,0,0,0,0,60609.6,10.800000000000011,0.004095563139931741,5.914285714285714,248.39999999999998,196.9762755931102,-0.4170816135085859,0.14174936246582426,0.06302825888858415,-1.6016395692487653,0.7984965942221405,0,0,0,0,0
1092,L48271,L,297.0,307.7,1447,46.4,8,0,0,0,0,0,0,67140.8,10.699999999999989,0.0055248618784530384,5.155555555555555,371.2,218.20214494637636,-0.5119031865733212,0.6433075168148885,0.7037758156484123,-1.5702197779912246,0.6986058559879923,0,0,0,0,0
1093,M15952,M,296.9,307.6,1685,32.0,10,0,0,0,0,0,0,53920.0,10.700000000000045,0.005931198102016607,2.909090909090909,320.0,175.29258777633288,0.8155988363329736,-0.8011799677104164,-0.5932592312664474,-1.538799986733684,0.6986058559880491,0,0,0,0,0
1094,M15953,M,296.8,307.5,1443,39.2,13,0,0,0,0,0,0,56565.600000000006,10.699999999999989,0.009002770083102494,2.8000000000000003,509.6,183.95317073170733,-0.5342141449414943,-0.07893622544776362,-0.3337109497617004,-1.491670299847373,0.6986058559879923,0,0,0,0,0
1095,L48274,L,296.9,307.5,1354,44.4,16,0,0,0,0,0,0,60117.6,10.600000000000023,0.011808118081180811,2.611764705882353,710.4,195.50439024390244,-1.030632968633344,0.4426842550752628,0.014760283948935202,-1.4445406129610618,0.598715117753901,0,0,1,0,0
1096,L48275,L,296.9,307.5,2721,9.3,18,1,0,0,1,0,0,25305.300000000003,10.600000000000023,0.006612784717119765,0.48947368421052634,167.4,82.29365853658537,6.594137053689787,-3.078253988455168,-3.4005226916436277,-1.4131208217035212,0.598715117753901,0,0,0,0,1
1097,L48276,L,297.0,307.6,1680,35.8,20,0,0,0,0,0,0,60143.99999999999,10.600000000000023,0.01189767995240928,1.7047619047619047,716.0,195.52665799739918,0.7877101383727573,-0.4199957704051279,0.017350272848135305,-1.3817010304459805,0.598715117753901,0,0,0,0,0
1098,H30511,H,296.9,307.5,1397,48.3,22,0,0,0,0,0,0,67475.09999999999,10.600000000000023,0.015736766809728183,2.1,1062.6,219.4312195121951,-0.790790166175484,0.8338996154675328,0.7365725311409409,-1.3502812391884398,0.598715117753901,0,0,1,0,0
1099,M15958,M,296.9,307.4,1521,37.9,27,0,0,0,0,0,0,57645.9,10.5,0.017739816031537452,1.3535714285714284,1023.3,187.5273259596617,-0.09915045676212035,-0.20934134557852074,-0.22772742673872776,-1.271731761044588,0.49882437951975284,0,0,0,0,0
1100,M15959,M,296.8,307.4,1472,43.9,30,0,0,0,0,0,0,64620.799999999996,10.599999999999966,0.020366598778004074,1.4161290322580644,1317.0,210.21730644111906,-0.3724596967722399,0.3925284396403564,0.45654960254289256,-1.224602074158277,0.5987151177538442,0,0,0,0,0
1101,H30514,H,296.8,307.5,1695,30.0,33,0,0,0,0,0,0,50850.0,10.699999999999989,0.01945754716981132,0.8823529411764706,990.0,165.3658536585366,0.8713762322534061,-1.0018032294500423,-0.8944435464386472,-1.177472387271966,0.6986058559879923,0,0,0,0,0
1102,H30515,H,296.7,307.5,1607,33.6,38,0,0,0,0,0,0,53995.200000000004,10.800000000000011,0.0236318407960199,0.8615384615384616,1276.8,175.59414634146344,0.3805351481535996,-0.6406813583187158,-0.58588168712933,-1.0989229091281143,0.7984965942221405,0,0,0,0,0
1103,L48282,L,296.8,307.5,1347,54.8,43,0,0,0,0,0,0,73815.59999999999,10.699999999999989,0.031899109792284865,1.2454545454545454,2356.4,240.05073170731706,-1.0696771457776468,1.4859252161213163,1.3586113423296486,-1.0203734309842625,0.6986058559879923,0,0,1,0,0
1104,M15963,M,296.7,307.4,1540,38.7,45,0,0,0,0,0,0,59598.00000000001,10.699999999999989,0.029201817001946788,0.841304347826087,1741.5000000000002,193.87768379960966,0.006826595486701505,-0.12909204088267004,-0.03621540665805905,-0.9889536397267219,0.6986058559879923,0,0,0,0,0
1105,L48284,L,296.6,307.4,1389,42.7,48,0,0,0,0,0,0,59310.3,10.799999999999955,0.034532374100719423,0.8714285714285714,2049.6000000000004,192.94176968119717,-0.8354120829118301,0.27215448259658137,-0.06444039932093956,-0.9418239528404109,0.7984965942220836,0,0,1,0,0
1106,M15965,M,296.6,307.5,1734,27.0,50,0,0,0,0,0,0,46818.0,10.899999999999977,0.02881844380403458,0.5294117647058824,1350.0,152.25365853658536,1.0889080763430932,-1.3027381220594807,-1.2900054874074776,-0.9104041615828701,0.8983873324562318,0,0,0,0,0
1107,L48286,L,296.7,307.6,1540,38.6,53,0,0,0,0,0,0,59444.0,10.900000000000034,0.03439325113562622,0.7148148148148148,2045.8000000000002,193.25097529258775,0.006826595486701505,-0.13912320396965147,-0.05132367523673037,-0.863274474696559,0.8983873324562885,0,0,0,0,0
1108,M15967,M,296.7,307.5,1515,42.1,55,0,0,0,0,0,0,63781.5,10.800000000000011,0.036279683377308705,0.7517857142857143,2315.5,207.41951219512194,-0.1326168943143799,0.21196750407469353,0.37420953878913815,-0.8318546834390184,0.7984965942221405,0,0,0,0,0
1109,L48288,L,296.6,307.4,1504,45.8,58,0,0,0,0,0,0,68883.2,10.799999999999955,0.038538205980066444,0.7762711864406779,2656.3999999999996,224.0832791151594,-0.1939720298268557,0.5831205382930007,0.8747150829956563,-0.7847249965527073,0.7984965942220836,0,0,0,0,0
1110,L48289,L,296.6,307.5,1557,35.1,60,0,0,0,0,0,0,54650.700000000004,10.899999999999977,0.038510911424903725,0.5754098360655738,2106.0,177.7258536585366,0.10164816855143685,-0.4902139120139965,-0.5215734400298586,-0.7533052052951666,0.8983873324562318,0,0,0,0,0
1111,L48290,L,296.5,307.4,1292,52.5,62,0,0,0,0,0,0,67830.0,10.899999999999977,0.04795050270688322,0.8333333333333334,3255.0,220.65712426805467,-1.376452823340026,1.2552084651207471,0.771390222819969,-0.721885414037626,0.8983873324562318,0,0,1,0,0
1112,H30525,H,296.5,307.4,1432,49.2,64,0,0,0,0,0,0,70454.40000000001,10.899999999999977,0.044661549197487785,0.7569230769230769,3148.8,229.19453480806771,-0.5955692804539701,0.9241800832503649,1.028858664754146,-0.6904656227800853,0.8983873324562318,0,0,0,0,0
1113,M15972,M,296.5,307.4,1350,55.6,69,0,0,0,0,0,0,75060.0,10.899999999999977,0.05107327905255366,0.7942857142857143,3836.4,244.17696811971373,-1.052943927001517,1.5661745208171671,1.4806940008965177,-0.6119161446362336,0.8983873324562318,0,0,1,0,0
1114,M15973,M,296.6,307.4,1790,25.8,72,0,0,0,0,0,0,46182.0,10.799999999999955,0.04020100502512563,0.35342465753424657,1857.6000000000001,150.23422251138584,1.4012614934975154,-1.423112079103256,-1.352400674524585,-0.5647864577499225,0.7984965942220836,0,0,0,0,0
1115,H30528,H,296.4,307.3,1540,37.4,75,0,0,0,0,0,0,57596.0,10.900000000000034,0.04866969500324465,0.4921052631578947,2805.0,187.4259681093394,0.006826595486701505,-0.2594971610134272,-0.23262289818077764,-0.5176567708636115,0.8983873324562885,0,0,0,0,0
1116,M15975,M,296.4,307.3,2077,19.1,80,0,0,0,0,0,0,39670.700000000004,10.900000000000034,0.03849855630413859,0.2358024691358025,1528.0,129.09437032216076,3.00207275641393,-2.095200005931002,-1.9911959290459995,-0.4391072927197598,0.8983873324562885,0,0,0,0,0
1117,L48296,L,296.4,307.3,1487,37.5,83,0,0,0,0,0,0,55762.5,10.900000000000034,0.05577956989247312,0.44642857142857145,3112.5,181.45948584445168,-0.28879360289159106,-0.24946599792644575,-0.41249958934306696,-0.39197760583344876,0.8983873324562885,0,0,0,0,0
1118,L48297,L,296.5,307.4,1523,40.7,85,0,0,0,0,0,0,61986.100000000006,10.899999999999977,0.0557742782152231,0.4732558139534884,3459.5000000000005,201.64638906961616,-0.08799497757803385,0.07153122085695568,0.19807067251546856,-0.3605578145759081,0.8983873324562318,0,0,0,0,0
1119,L48298,L,296.5,307.5,1443,41.8,87,0,0,0,0,0,0,60317.399999999994,11.0,0.06024930747922438,0.475,3636.6,196.1541463414634,-0.5342141449414943,0.18187401481374924,0.034361790845158065,-0.3291380233183674,0.99827807069038,0,0,0,0,0
1120,L48299,L,296.5,307.5,1340,59.1,89,0,0,0,0,0,0,79194.0,11.0,0.06636838180462341,0.6566666666666667,5259.900000000001,257.54146341463417,-1.1087213229219497,1.9172652288615122,1.8862627171577142,-0.2977182320608267,0.99827807069038,0,0,1,0,0
1121,H30534,H,296.6,307.7,1654,31.0,91,0,0,0,0,0,0,51274.0,11.099999999999966,0.05498489425981873,0.33695652173913043,2821.0,166.6363340916477,0.6426889089796327,-0.9014915985802293,-0.8528467550272424,-0.266298440803286,1.0981688089244712,0,0,0,0,0
1122,L48301,L,296.6,307.6,1459,40.2,96,0,0,0,0,0,0,58651.8,11.0,0.06575342465753424,0.4144329896907217,3859.2000000000003,190.67555266579973,-0.4449703114688022,0.021375405422049246,-0.12904296334077459,-0.18774896265943428,0.99827807069038,0,0,0,0,0
1123,L48302,L,296.5,307.6,1541,38.5,98,0,0,0,0,0,0,59328.5,11.100000000000023,0.06355382619974059,0.3888888888888889,3773.0,192.87548764629386,0.012404335078744761,-0.1491543670566329,-0.06265487667073333,-0.1563291714018936,1.098168808924528,0,0,0,0,0
1124,H30537,H,296.6,307.7,1386,62.3,100,1,0,0,1,0,0,86347.8,11.099999999999966,0.07209805335255948,0.6168316831683168,6230.0,280.6233344166396,-0.8521453016879599,2.238262447644913,2.588090845457025,-0.1249093801443529,1.0981688089244712,0,1,1,0,1
1125,M15984,M,296.7,307.8,1258,69.0,105,1,0,0,1,0,0,86802.0,11.100000000000023,0.08339952343129468,0.6509433962264151,7245.0,282.00779727095517,-1.5660959694694967,2.9103503744726593,2.632650427200091,-0.046359902000501184,1.098168808924528,0,1,1,0,1
1126,M15985,M,296.7,307.8,1375,51.4,108,0,0,0,0,0,0,70675.0,11.100000000000023,0.07848837209302326,0.4715596330275229,5551.2,229.61338531513968,-0.9135004372004357,1.1448656711639529,1.0505007689648902,0.0007697848858098505,1.098168808924528,0,0,1,0,0
1127,L48306,L,296.8,307.9,1706,30.8,111,0,0,0,0,0,0,52544.8,11.099999999999966,0.06502636203866433,0.275,3418.8,170.6554075998701,0.932731367765882,-0.9215539247541918,-0.7281741075611733,0.04789947177212089,1.0981688089244712,0,0,0,0,0
1128,M15987,M,296.7,307.8,1672,32.4,113,0,0,0,0,0,0,54172.799999999996,11.100000000000023,0.06754333532576211,0.28421052631578947,3661.2,175.99999999999997,0.7430882216364113,-0.7610553153624915,-0.568458125443799,0.07931926302966158,1.098168808924528,0,0,0,0,0
1129,M15988,M,296.8,307.9,1843,25.2,116,0,0,0,0,0,0,46443.6,11.099999999999966,0.06290672451193059,0.21538461538461537,2923.2,150.83988307892173,1.696881691875808,-1.483299057625144,-1.326736239068869,0.1264489499159726,1.0981688089244712,0,0,0,0,0
1130,L48309,L,296.7,307.9,1690,29.6,119,0,0,0,0,0,0,50024.0,11.199999999999989,0.0703725606150207,0.24666666666666667,3522.4,162.46833387463462,0.8434875342931899,-1.0419278817979671,-0.9754788051787896,0.17357863680228364,1.1980595471586195,0,0,0,0,0
1131,L48310,L,296.8,307.9,1413,46.5,121,0,0,0,0,0,0,65704.5,11.099999999999966,0.08557284299858557,0.38114754098360654,5626.5,213.3955829814875,-0.701546332702792,0.65333867990187,0.5628666847422783,0.20499842805982432,1.0981688089244712,0,0,0,0,0
1132,L48311,L,296.8,307.9,1489,33.4,123,0,0,0,0,0,0,49732.6,11.099999999999966,0.0825503355704698,0.2693548387096774,4108.2,161.52192270217603,-0.2776381237075045,-0.6607436844926786,-1.0040667887101185,0.236418219317365,1.0981688089244712,0,0,0,0,0
1133,L48312,L,296.8,307.9,1271,61.4,125,0,0,0,0,0,0,78039.4,11.099999999999966,0.09827044025157233,0.4873015873015873,7675.0,253.45696654758038,-1.4935853547729343,2.1479819798620814,1.7729899450737328,0.2678380105749057,1.0981688089244712,0,1,1,0,0
1134,M15993,M,296.8,307.9,1418,47.9,127,0,0,0,0,0,0,67922.2,11.099999999999966,0.08949964763918253,0.37421875,6083.3,220.59824618382592,-0.6736576347425757,0.7937749631196078,0.7804355628391468,0.2992578018324464,1.0981688089244712,0,0,0,0,0
1135,M15994,M,296.9,307.8,1426,50.7,130,0,0,0,0,0,0,72298.2,10.900000000000034,0.09110021023125438,0.3870229007633588,6591.0,234.88693957115007,-0.6290357180062296,1.0746475295550844,1.209745844009683,0.3463874887187574,0.8983873324562885,0,0,0,0,0
1136,L48315,L,296.9,307.9,1535,39.2,133,0,0,0,0,0,0,60172.00000000001,11.0,0.08658854166666667,0.29253731343283584,5213.6,195.42708671646642,-0.021062102473514772,-0.07893622544776362,0.020097230771531388,0.39351717560506844,0.99827807069038,0,0,0,0,0
1137,L48316,L,296.9,307.8,1557,38.1,135,0,0,0,0,0,0,59321.700000000004,10.900000000000034,0.08664955070603338,0.2801470588235294,5143.5,192.7280701754386,0.10164816855143685,-0.1892790194045579,-0.06332199502355731,0.4249369668626092,0.8983873324562885,0,0,0,0,0
1138,L48317,L,296.9,307.8,1653,29.7,137,0,0,0,0,0,0,49094.1,10.900000000000034,0.08282950423216445,0.21521739130434783,4068.9,159.5,0.6371111693875894,-1.0318967187109862,-1.0667072399275286,0.45635675812014986,0.8983873324562885,0,0,0,0,0
1139,L48318,L,296.9,307.9,1435,41.6,139,0,0,0,0,0,0,59696.0,11.0,0.0967966573816156,0.29714285714285715,5782.400000000001,193.88113023709,-0.5788360616778403,0.1618116886397871,-0.02660105392617847,0.48777654937769055,0.99827807069038,0,0,0,0,0
1140,M15999,M,297.0,307.9,1569,33.3,141,0,0,0,0,0,0,52247.7,10.899999999999977,0.08980891719745222,0.23450704225352112,4695.299999999999,169.69048392335174,0.16858104365595591,-0.67077484757966,-0.7573212932411936,0.5191963406352312,0.8983873324562318,0,0,0,0,0
1141,M16000,M,296.9,307.9,1385,44.8,144,0,0,0,0,0,0,62047.99999999999,11.0,0.1038961038961039,0.3089655172413793,6451.2,201.51997401753815,-0.8577230412800031,0.4828089074231878,0.2041434116389719,0.5663260275215423,0.99827807069038,0,0,1,0,0
1142,L48321,L,297.0,307.9,1635,31.6,147,0,0,0,0,0,0,51666.0,10.899999999999977,0.08985330073349633,0.21351351351351353,4645.2,167.80123416693732,0.5367118567308108,-0.8413046200583415,-0.8143893440997172,0.6134557144078533,0.8983873324562318,0,0,0,0,0
1143,L48322,L,296.9,307.9,1423,43.9,149,0,0,0,0,0,0,62469.7,11.0,0.10463483146067416,0.29266666666666663,6541.099999999999,202.8895745371874,-0.6457689367823594,0.3925284396403564,0.24551456007809827,0.644875505665394,0.99827807069038,0,0,0,0,0
1144,L48323,L,297.0,307.9,1479,39.2,151,0,0,0,0,0,0,57976.8,10.899999999999977,0.10202702702702703,0.2578947368421053,5919.200000000001,188.29749918804808,-0.3334155196279371,-0.07893622544776362,-0.19526427042261005,0.6762952969229347,0.8983873324562318,0,0,0,0,0
1145,L48324,L,297.0,307.9,1296,69.1,153,1,0,0,1,0,0,89553.59999999999,10.899999999999977,0.117964533538936,0.44870129870129866,10572.3,290.85287430984084,-1.3541418649718528,2.92038153755964,2.9025979065576877,0.7077150881804753,0.8983873324562318,0,1,1,0,1
1146,L48325,L,297.0,307.8,1553,33.3,155,0,0,0,0,0,0,51714.899999999994,10.800000000000011,0.09974259974259975,0.21346153846153845,5161.5,168.01461988304092,0.07933721018326383,-0.67077484757966,-0.8095919782977893,0.739134879438016,0.7984965942221405,0,0,0,0,0
1147,L48326,L,297.0,307.9,1529,42.2,157,0,0,0,0,0,0,64523.8,10.899999999999977,0.10261437908496732,0.26708860759493674,6625.400000000001,209.56089639493345,-0.05452854002577431,0.22199866716167496,0.4470333554511332,0.7705546706955567,0.8983873324562318,0,0,0,0,0
1148,M16007,M,297.1,308.0,1690,25.6,159,0,0,0,0,0,0,43264.0,10.899999999999977,0.09402720283855706,0.16,4070.4,140.46753246753246,0.8434875342931899,-1.4431744052772186,-1.6386729323983564,0.8019744619530974,0.8983873324562318,0,0,0,0,0
1149,L48328,L,297.1,308.0,1348,58.0,162,0,0,0,0,0,0,78184.0,10.899999999999977,0.12008895478131949,0.3558282208588957,9396.0,253.84415584415584,-1.0640994061856035,1.806922434904718,1.7871760206352643,0.8491041488394084,0.8983873324562318,0,0,1,0,0
1150,L48329,L,297.2,308.1,1446,38.5,164,0,0,0,0,0,0,55671.0,10.900000000000034,0.11333794056668971,0.23333333333333334,6314.0,180.6913339824732,-0.5174809261653646,-0.1491543670566329,-0.42147625541416023,0.8805239400969491,0.8983873324562885,0,0,0,0,0
1151,L48330,L,297.1,307.9,1456,50.0,166,0,0,0,0,0,0,72800.0,10.799999999999955,0.11393273850377487,0.2994011976047904,8300.0,236.44040272815852,-0.461703530244932,1.004429387946215,1.2589752542225203,0.9119437313544898,0.7984965942220836,0,0,0,0,0
1152,L48331,L,297.0,307.9,1350,47.7,168,0,0,0,0,0,0,64395.00000000001,10.899999999999977,0.12435233160621761,0.2822485207100592,8013.6,209.14257875933748,-1.052943927001517,0.7737126369456457,0.43439734900351823,0.9433635226120305,0.8983873324562318,0,0,1,0,0
1153,L48332,L,297.1,307.9,1507,38.3,170,0,0,0,0,0,0,57718.1,10.799999999999955,0.11273209549071618,0.2239766081871345,6510.999999999999,187.45729132835336,-0.17723881105072595,-0.16921669323059577,-0.22064419952197467,0.9747833138695712,0.7984965942220836,0,0,0,0,0
1154,H30567,H,297.0,307.9,1448,45.6,172,0,0,0,0,0,0,66028.8,10.899999999999977,0.11870255348516218,0.26358381502890177,7843.2,214.44884702825595,-0.506325446981278,0.5630582121190385,0.594682343833596,1.0062031051271119,0.8983873324562318,0,0,0,0,0
1155,L48334,L,296.9,307.9,1626,29.9,177,0,0,0,0,0,0,48617.399999999994,11.0,0.10878918254456055,0.16797752808988764,5292.3,157.8999675219227,0.4865122004024215,-1.0118343925370237,-1.113474198573323,1.0847525832709637,0.99827807069038,0,0,0,0,0
1156,H30569,H,297.0,307.9,1846,27.3,179,0,0,0,0,0,0,50395.8,10.899999999999977,0.0969139144558744,0.15166666666666667,4886.7,163.67586878856773,1.7136149106519378,-1.2726446327985368,-0.939003128181713,1.1161723745285044,0.8983873324562318,0,0,0,0,0
1157,H30570,H,297.0,307.8,1404,40.7,184,0,0,0,0,0,0,57142.8,10.800000000000011,0.1309608540925267,0.22000000000000003,7488.8,185.64912280701753,-0.7517459890311813,0.07153122085695568,-0.2770843742837223,1.194721852672356,0.7984965942221405,0,0,0,0,0
1158,L48337,L,297.0,307.8,1583,37.2,189,0,0,0,0,0,0,58887.600000000006,10.800000000000011,0.11931818181818182,0.19578947368421054,7030.8,191.317738791423,0.2466693979445615,-0.2795594871873893,-0.10590965340018646,1.2732713308162078,0.7984965942221405,0,0,0,0,0
1159,L48338,L,297.0,307.9,1436,47.7,191,0,0,0,0,0,0,68497.2,10.899999999999977,0.13291579679888657,0.2484375,9110.7,222.4657356284508,-0.5732583220857971,0.7737126369456457,0.8368463059088586,1.3046911220737485,0.8983873324562318,0,0,0,0,0
1160,L48339,L,297.0,307.8,1609,35.6,193,0,0,0,0,0,0,57280.4,10.800000000000011,0.11987577639751552,0.18350515463917527,6870.8,186.09616634178036,0.39169062733768617,-0.44005809657909006,-0.26358503820304013,1.3361109133312892,0.7984965942221405,0,0,0,0,0
1161,H30574,H,297.0,307.7,1834,23.8,195,0,0,0,0,0,0,43649.200000000004,10.699999999999989,0.10626702997275204,0.12142857142857143,4641.0,141.85635359116023,1.6466820355474188,-1.6237353408428818,-1.6008826398236553,1.3675307045888299,0.6986058559879923,0,0,0,0,0
1162,L48341,L,297.0,307.8,1316,61.2,200,1,0,0,0,1,0,80539.2,10.800000000000011,0.15186028853454822,0.30447761194029854,12240.0,261.6608187134503,-1.2425870731309878,2.127919653688119,2.018234424248803,1.4460801827326815,0.7984965942221405,0,1,1,0,1
1163,L48342,L,296.9,307.8,1400,57.1,202,1,0,0,0,1,0,79940.0,10.900000000000034,0.1441827266238401,0.2812807881773399,11534.2,259.71410006497723,-0.7740569473993543,1.7166419671218864,1.9594495246881576,1.4774999739902221,0.8983873324562885,1,0,0,0,0
1164,L48343,L,296.9,307.9,1367,47.1,204,0,0,0,0,0,0,64385.700000000004,11.0,0.14912280701754385,0.22975609756097562,9608.4,209.1123741474505,-0.9581223539367817,0.7135256584237578,0.4334849665503904,1.5089197652477628,0.99827807069038,1,0,1,0,0
1165,L48344,L,297.1,308.1,1754,30.3,206,0,0,0,0,0,0,53146.200000000004,11.0,0.11737891737891738,0.1463768115942029,6241.8,172.49659201557935,1.2004628681839582,-0.9717097401890983,-0.6691733755922608,1.5403395565053035,0.99827807069038,1,0,0,0,0
1166,L48345,L,297.1,308.1,1487,34.6,208,0,0,0,0,0,0,51450.200000000004,11.0,0.13978494623655913,0.16555023923444978,7196.8,166.9918857513794,-0.28879360289159106,-0.5403697274489029,-0.8355605412378799,1.5717593477628442,0.99827807069038,1,0,0,0,0
1167,M16026,M,297.1,308.1,1506,37.7,210,0,0,0,0,0,0,56776.200000000004,11.0,0.139349701393497,0.17867298578199053,7917.000000000001,184.27848101265823,-0.1828165506427692,-0.2294036717524829,-0.31304990195216786,1.603179139020385,0.99827807069038,1,0,0,0,0
1168,L48347,L,297.0,308.1,1362,52.5,213,1,0,0,0,1,0,71505.0,11.100000000000023,0.15627292736610418,0.24532710280373832,11182.5,232.08373904576433,-0.986011051896998,1.2552084651207471,1.1319284502655176,1.650308825906696,1.098168808924528,1,0,1,0,0
1169,L48348,L,297.1,308.1,1584,36.8,215,0,0,0,0,0,0,58291.2,11.0,0.13564668769716087,0.17037037037037037,7911.999999999999,189.1957156767283,0.25224713753660477,-0.31968413953531505,-0.16441985716849347,1.6817286171642367,0.99827807069038,1,0,0,0,0
1170,L48349,L,297.0,308.1,1355,43.7,217,0,0,0,0,0,0,59213.50000000001,11.100000000000023,0.16002949852507375,0.2004587155963303,9482.900000000001,192.18922427783187,-1.0250552290413009,0.37246611346639424,-0.07393702528467495,1.7131484084217774,1.098168808924528,1,0,1,0,0
1171,M16030,M,297.1,308.1,1823,24.3,219,0,0,0,0,0,0,44298.9,11.0,0.12006578947368421,0.11045454545454546,5321.7,143.7809152872444,1.5853269000349428,-1.5735795254079754,-1.5371434054368873,1.744568199679318,0.99827807069038,1,0,0,0,0
1172,H30585,H,297.0,308.1,1517,41.4,222,0,0,0,0,0,0,62803.799999999996,11.100000000000023,0.14624505928853754,0.18565022421524663,9190.8,203.84225900681594,-0.12146141513029338,0.14174936246582426,0.2782916544426036,1.7916978865656292,1.098168808924528,1,0,0,0,0
1173,L48352,L,297.1,308.1,1446,36.6,227,0,0,0,0,0,0,52923.6,11.0,0.15687629578438148,0.16052631578947368,8308.2,171.7740993184031,-0.5174809261653646,-0.3397464657092772,-0.6910116910832489,1.8702473647094808,0.99827807069038,1,0,0,0,0
1174,H30587,H,297.1,308.0,1559,38.8,229,0,0,0,0,0,0,60489.2,10.899999999999977,0.1467948717948718,0.16869565217391302,8885.199999999999,196.3935064935065,0.11280364773552336,-0.11906087779568933,0.05121633981798699,1.9016671559670215,0.8983873324562318,1,0,0,0,0
1175,M16034,M,297.1,308.1,1352,44.4,0,0,0,0,0,0,0,60028.799999999996,11.0,0.0,44.4,0.0,194.83544303797464,-1.0417884478174306,0.4426842550752628,0.006048503106169009,-1.6958989430213873,0.99827807069038,0,0,1,0,0
1176,M16035,M,297.2,308.3,1578,37.8,3,0,0,0,0,0,0,59648.399999999994,11.100000000000023,0.0018999366687777073,9.45,113.39999999999999,193.47518650664935,0.2187806999843452,-0.21937250866550217,-0.03127088239594996,-1.6487692561350764,1.098168808924528,0,0,0,0,0
1177,M16036,M,297.2,308.3,1429,42.0,6,0,0,0,0,0,0,60018.0,11.100000000000023,0.004195804195804196,6.0,252.0,194.67401881284462,-0.6123024992300998,0.2019363409877121,0.0049889621928600695,-1.6016395692487653,1.098168808924528,0,0,0,0,0
1178,M16037,M,297.2,308.3,1604,39.4,9,0,0,0,0,0,0,63197.6,11.100000000000023,0.005607476635514018,3.94,354.59999999999997,204.98734998378202,0.36380192937746986,-0.05887389927380147,0.3169256555223473,-1.5545098823624544,1.098168808924528,0,0,0,0,0
1179,L48358,L,297.3,308.5,1398,60.4,12,0,0,0,0,0,0,84439.2,11.199999999999989,0.008577555396711936,4.646153846153846,724.8,273.7089141004862,-0.7852124265834408,2.0476703489922685,2.40084642072163,-1.5073801954761432,1.1980595471586195,0,1,1,0,1
1180,L48359,L,297.3,308.4,1441,43.4,14,0,0,0,0,0,0,62539.4,11.099999999999966,0.009708737864077669,2.893333333333333,607.6,202.78664072632947,-0.5453696241255808,0.34237262420544995,0.252352523194549,-1.4759604042186025,1.0981688089244712,0,0,0,0,0
1181,H30594,H,297.3,308.4,1531,35.6,16,0,0,0,0,0,0,54503.6,11.099999999999966,0.010443864229765013,2.0941176470588236,569.6,176.7302204928664,-0.043373060841687794,-0.44005809657909006,-0.5360047796916932,-1.4445406129610618,1.0981688089244712,0,0,0,0,0
1182,L48361,L,297.2,308.3,1379,52.1,21,0,0,0,0,0,0,71845.90000000001,11.100000000000023,0.015217391304347827,2.368181818181818,1094.1000000000001,233.03892312682453,-0.8911894788322626,1.215083812772822,1.1653726629828485,-1.36599113481721,1.098168808924528,0,0,1,0,0
1183,L48362,L,297.3,308.3,1410,48.1,23,0,0,0,0,0,0,67821.0,11.0,0.01630049610205528,2.004166666666667,1106.3,219.98378203048978,-0.7182795514789218,0.8138372892935707,0.7705072720588779,-1.3345713435596693,0.99827807069038,0,0,0,0,0
1184,L48363,L,297.3,308.4,1513,40.5,25,0,0,0,0,0,0,61276.5,11.099999999999966,0.016512549537648614,1.5576923076923077,1012.5,198.69163424124514,-0.1437723734984664,0.051468894682992816,0.1284549102854377,-1.3031515523021286,1.0981688089244712,0,0,0,0,0
