Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,power,temp_diff,wear_rate,torque_per_wear,strain_index,power_per_temp,hdf_risk_flag,pwf_risk_flag,osf_risk_flag,twf_risk_flag,rpm_outlier_flag,torque_outlier_flag,thermal_torque_stress,rotational_load_on_worn_tool,power_absorbed_by_wear,thermal_stress_on_worn_tool,speed_heat_imbalance,is_low_quality,is_high_quality,rpm_zscore,torque_zscore,power_zscore,wear_zscore,temp_diff_zscore,high_wear_flag,high_torque_flag,low_rpm_flag,high_temp_flag,power_anomaly_flag,torque_squared,wear_squared,power_squared,temp_diff_squared,sqrt_power,sqrt_wear,log_power,log_strain,distance_to_twf,distance_to_hdf_temp,distance_to_hdf_rpm,distance_to_pwf_lower,distance_to_pwf_upper,distance_to_osf,risk_score
0,298.9,310.2,1445,40.0,129,0,0,0,0,0,0,57800.0,11.3,0.0892,0.3077,5160.0,186.3314,0,0,0,0,0,0,12408.0,7456200.0,7456200.0,1457.7,16328.5,1,0,-0.5231,0.0013,-0.2126,0.3307,1.298,0,0,0,0,0,1600.0,16641,3340840000.0,127.69,240.4163,11.3578,10.9648,8.5489,71,2.7,65,17800.0,22200.0,5840.0,0
0,298.9,310.1,1823,26.1,131,0,0,0,0,0,0,47580.3,11.2,0.0718,0.1977,3419.1,153.4353,0,0,0,0,0,0,8093.61,6233019.3,6233019.3,1467.2,20417.6,1,0,1.5853,-1.393,-1.2152,0.3621,1.1981,0,0,0,0,0,681.21,17161,2263884948.09,125.44,218.1291,11.4455,10.7702,8.1374,69,2.6,443,7580.3,32419.7,7580.9,0
2,298.9,310.1,1491,45.3,133,0,0,0,0,0,0,67542.3,11.2,0.0891,0.3381,6024.9,217.8081,0,0,0,0,0,0,14047.53,8983125.9,8983125.9,1489.6,16699.2,0,1,-0.2665,0.533,0.7432,0.3935,1.1981,0,0,0,0,0,2052.09,17689,4561962289.29,125.44,259.889,11.5326,11.1205,8.7038,67,2.6,111,27542.3,12457.7,6975.1,0
0,298.9,310.2,1533,42.8,138,0,0,0,0,0,0,65612.4,11.3,0.09,0.3079,5906.4,211.5164,0,0,0,0,0,0,13276.56,9054511.2,9054511.2,1559.4,17322.9,1,0,-0.0322,0.2822,0.5538,0.4721,1.298,0,0,0,0,0,1831.84,19044,4304987033.76,127.69,256.1492,11.7473,11.0915,8.684,62,2.7,153,25612.4,14387.6,5093.6,0
0,298.9,310.2,1409,54.8,140,0,0,0,0,0,0,77213.2,11.3,0.0993,0.3887,7672.0,248.9142,0,0,0,0,0,0,16998.96,10809848.0,10809848.0,1582.0,15921.7,1,0,-0.7239,1.4859,1.6919,0.5035,1.298,0,0,0,0,0,3003.04,19600,5961878254.24,127.69,277.8726,11.8322,11.2543,8.9455,60,2.7,29,37213.2,2786.8,3328.0,0
0,298.9,310.2,2737,8.8,142,1,0,0,1,0,0,24085.6,11.3,0.0519,0.0615,1249.6,77.6454,0,1,0,0,1,1,2729.76,3420155.2,3420155.2,1604.6,30928.1,1,0,6.6834,-3.1284,-3.5202,0.5349,1.298,0,0,0,0,1,77.44,20164,580116127.36,127.69,155.1954,11.9164,10.0894,7.1314,58,2.7,1357,-15914.4,55914.4,9750.4,1
1,299.0,310.3,1494,46.6,144,0,0,0,0,0,0,69620.4,11.3,0.0963,0.3214,6710.4,224.3648,0,0,0,0,0,0,14459.98,10025337.6,10025337.6,1627.2,16882.2,0,0,-0.2497,0.6634,0.947,0.5663,1.298,0,0,0,0,0,2171.56,20736,4847000096.16,127.69,263.8568,12.0,11.1508,8.8116,56,2.7,114,29620.4,10379.6,5289.6,0
0,299.1,310.4,1594,33.3,147,0,0,0,0,0,0,53080.2,11.3,0.0922,0.225,4895.1,171.0058,0,0,0,0,0,0,10336.32,7802789.4,7802789.4,1661.1,18012.2,1,0,0.308,-0.6708,-0.6756,0.6135,1.298,0,0,0,0,0,1108.89,21609,2817507632.04,127.69,230.3914,12.1244,10.8796,8.4962,53,2.7,214,13080.2,26919.8,6104.9,0
0,299.1,310.4,1527,44.0,149,0,0,0,0,0,0,67188.0,11.3,0.0975,0.2933,6556.0,216.4562,0,0,0,0,0,0,13657.6,10011012.0,10011012.0,1683.7,17255.1,1,0,-0.0657,0.4026,0.7084,0.6449,1.298,0,0,0,0,0,1936.0,22201,4514227344.0,127.69,259.2065,12.2066,11.1153,8.7883,51,2.7,147,27188.0,12812.0,4444.0,0
0,299.1,310.4,1452,39.7,151,0,0,0,0,0,0,57644.4,11.3,0.1039,0.2612,5994.7,185.7101,0,0,0,0,0,0,12322.88,8704304.4,8704304.4,1706.3,16407.6,1,0,-0.484,-0.0288,-0.2279,0.6763,1.298,0,0,0,0,0,1576.09,22801,3322876851.36,127.69,240.0925,12.2882,10.9621,8.6988,49,2.7,72,17644.4,22355.6,5005.3,0
0,299.0,310.3,1483,39.2,153,0,0,0,0,0,0,58133.6,11.3,0.1031,0.2545,5997.6,187.3464,0,0,0,0,0,0,12163.76,8894440.8,8894440.8,1728.9,16757.9,1,0,-0.3111,-0.0789,-0.1799,0.7077,1.298,0,0,0,0,0,1536.64,23409,3379515448.96,127.69,241.1091,12.3693,10.9705,8.6993,47,2.7,103,18133.6,21866.4,5002.4,0
0,299.1,310.2,1569,38.2,155,0,0,0,0,0,0,59935.8,11.1,0.0987,0.2449,5921.0,193.2166,0,0,0,0,0,0,11849.64,9290049.0,9290049.0,1720.5,17415.9,1,0,0.1686,-0.1792,-0.0031,0.7391,1.0982,0,0,0,0,0,1459.24,24025,3592300121.64,123.21,244.8179,12.4499,11.001,8.6864,45,2.5,189,19935.8,20064.2,5079.0,0
0,299.1,310.3,1472,46.6,157,0,0,0,0,0,0,68595.2,11.2,0.1066,0.2949,7316.2,221.0609,0,0,0,0,0,0,14459.98,10769446.4,10769446.4,1758.4,16486.4,1,0,-0.3725,0.6634,0.8465,0.7706,1.1981,0,0,0,0,0,2171.56,24649,4705301463.04,125.44,261.9069,12.53,11.136,8.898,43,2.6,92,28595.2,11404.8,3683.8,0
0,299.0,310.2,1533,43.5,159,0,0,0,0,0,0,66685.5,11.2,0.1037,0.2719,6916.5,214.9758,0,0,0,0,0,0,13493.7,10602994.5,10602994.5,1780.8,17169.6,1,0,-0.0322,0.3524,0.6591,0.802,1.1981,0,0,0,0,0,1892.25,25281,4446955910.25,125.44,258.2354,12.6095,11.1078,8.8418,41,2.6,153,26685.5,13314.5,4083.5,0
2,298.9,310.1,1366,62.7,161,0,0,0,0,0,0,85648.2,11.2,0.1178,0.387,10094.7,276.1954,0,1,0,0,0,0,19443.27,13789360.2,13789360.2,1803.2,15299.2,0,1,-0.9637,2.2784,2.5195,0.8334,1.1981,0,1,1,0,1,3931.29,25921,7335614163.24,125.44,292.6571,12.6886,11.358,9.2199,39,2.6,-14,45648.2,-5648.2,2905.3,1
2,298.9,310.2,1532,37.7,166,0,0,0,0,0,0,57756.4,11.3,0.1083,0.2257,6258.2,186.1908,0,0,0,0,0,0,11694.54,9587562.4,9587562.4,1875.8,17311.6,0,1,-0.0378,-0.2294,-0.2169,0.9119,1.298,0,0,0,0,0,1421.29,27556,3335801740.96,127.69,240.3256,12.8841,10.964,8.7418,34,2.7,152,17756.4,22243.6,6741.8,0
1,298.9,310.1,1313,56.8,171,0,0,0,0,0,0,74578.4,11.2,0.1301,0.3302,9712.8,240.4979,0,0,0,0,0,0,17613.68,12752906.4,12752906.4,1915.2,14705.6,0,0,-1.2593,1.6865,1.4334,0.9905,1.1981,0,0,1,0,0,3226.24,29241,5561937746.56,125.44,273.0905,13.0767,11.2196,9.1813,29,2.6,-67,34578.4,5421.6,2287.2,0
0,299.0,310.2,1372,48.0,174,0,0,0,0,0,0,65856.0,11.2,0.1267,0.2743,8352.0,212.3017,0,0,0,0,0,0,14889.6,11458944.0,11458944.0,1948.8,15366.4,1,0,-0.9302,0.8038,0.5777,1.0376,1.1981,0,0,1,0,0,2304.0,30276,4337012736.0,125.44,256.6242,13.1909,11.0952,9.0304,26,2.6,-8,25856.0,14144.0,2648.0,0
1,298.9,310.1,1555,40.6,176,0,0,0,0,0,0,63133.0,11.2,0.1131,0.2294,7145.6,203.5892,0,0,0,0,0,0,12590.06,11111408.0,11111408.0,1971.2,17416.0,0,0,0.0905,0.0615,0.3106,1.069,1.1981,0,0,0,0,0,1648.36,30976,3985775689.0,125.44,251.2628,13.2665,11.053,8.8744,24,2.6,175,23133.0,16867.0,4854.4,0
0,298.9,310.1,1394,42.7,179,0,0,0,0,0,0,59523.8,11.2,0.1283,0.2372,7643.3,191.9503,0,0,0,0,0,0,13241.27,10654760.2,10654760.2,2004.8,15612.8,1,0,-0.8075,0.2722,-0.0435,1.1162,1.1981,0,0,1,0,0,1823.29,32041,3543082766.44,125.44,243.975,13.3791,10.9941,8.9417,21,2.6,14,19523.8,20476.2,3356.7,0
0,298.9,310.1,1442,48.0,181,0,0,0,0,0,0,69216.0,11.2,0.1254,0.2637,8688.0,223.2054,0,0,0,0,0,0,14884.8,12528096.0,12528096.0,2027.2,16150.4,1,0,-0.5398,0.8038,0.9074,1.1476,1.1981,0,0,0,0,0,2304.0,32761,4790854656.0,125.44,263.0893,13.4536,11.145,9.0698,19,2.6,62,29216.0,10784.0,2312.0,0
0,298.9,310.0,1564,33.8,183,0,0,0,0,0,0,52863.2,11.1,0.1169,0.1837,6185.4,170.5265,0,0,0,0,0,0,10478.0,9673965.6,9673965.6,2031.3,17360.4,1,0,0.1407,-0.6206,-0.6969,1.179,1.0982,0,0,0,0,0,1142.44,33489,2794517914.24,123.21,229.92,13.5277,10.8755,8.7301,17,2.5,184,12863.2,27136.8,4814.6,0
0,298.9,310.0,1452,48.9,185,0,0,0,0,0,0,71002.8,11.1,0.1273,0.2629,9046.5,229.0413,0,0,0,0,0,0,15159.0,13135518.0,13135518.0,2053.5,16117.2,1,0,-0.484,0.8941,1.0827,1.2104,1.0982,0,0,0,0,0,2391.21,34225,5041397607.84,123.21,266.4635,13.6015,11.1705,9.1102,15,2.5,72,31002.8,8997.2,1953.5,0
0,298.9,310.1,1466,42.5,187,0,0,0,0,0,0,62305.0,11.2,0.1275,0.2261,7947.5,200.9191,0,0,0,0,0,0,13179.25,11651035.0,11651035.0,2094.4,16419.2,1,0,-0.4059,0.2521,0.2294,1.2419,1.1981,0,0,0,0,0,1806.25,34969,3881913025.0,125.44,249.6097,13.6748,11.0398,8.9807,13,2.6,86,22305.0,17695.0,3052.5,0
1,298.9,310.1,1469,53.2,189,0,0,0,0,0,0,78150.8,11.2,0.1286,0.28,10054.8,252.0181,0,0,0,0,0,0,16497.32,14770501.2,14770501.2,2116.8,16452.8,0,0,-0.3892,1.3254,1.7839,1.2733,1.1981,0,0,0,0,0,2830.24,35721,6107547540.64,125.44,279.5546,13.7477,11.2664,9.2159,11,2.6,89,38150.8,1849.2,1945.2,0
0,298.9,310.1,1944,23.4,192,0,0,0,0,0,0,45489.6,11.2,0.0987,0.1212,4492.8,146.6933,0,0,0,0,1,0,7256.34,8734003.2,8734003.2,2150.4,21772.8,1,0,2.2602,-1.6639,-1.4203,1.3204,1.1981,0,0,0,0,0,547.56,36864,2069303708.16,125.44,213.2829,13.8564,10.7253,8.4105,8,2.6,564,5489.6,34510.4,6507.2,0
1,298.8,309.9,1415,53.2,194,0,0,0,0,0,0,75278.0,11.1,0.137,0.2728,10320.8,242.9106,0,0,0,0,0,0,16486.68,14603932.0,14603932.0,2153.4,15706.5,0,0,-0.6904,1.3254,1.5021,1.3518,1.0982,0,0,0,0,0,2830.24,37636,5666777284.0,123.21,274.3684,13.9284,11.229,9.242,6,2.5,35,35278.0,4722.0,1679.2,0
1,298.7,309.8,1528,36.7,197,0,0,0,0,0,0,56077.6,11.1,0.1288,0.1854,7229.9,181.0123,0,0,0,0,0,0,11369.66,11047287.2,11047287.2,2186.7,16960.8,0,0,-0.0601,-0.3297,-0.3816,1.399,1.0982,0,0,0,0,0,1346.89,38809,3144697221.76,123.21,236.8071,14.0357,10.9345,8.8861,3,2.5,148,16077.6,23922.4,4770.1,0
1,298.7,309.8,1570,42.1,200,0,0,0,0,0,0,66097.0,11.1,0.1273,0.2095,8420.0,213.3538,0,0,0,1,0,0,13042.58,13219400.0,13219400.0,2220.0,17427.0,0,0,0.1742,0.212,0.6014,1.4461,1.0982,0,0,0,0,0,1772.41,40000,4368813409.0,123.21,257.0934,14.1421,11.0989,9.0385,0,2.5,190,26097.0,13903.0,3580.0,1
0,298.7,309.9,1617,33.0,203,0,0,0,0,0,0,53361.0,11.2,0.1255,0.1618,6699.0,172.1878,0,0,0,1,0,0,10226.7,10832283.0,10832283.0,2273.6,18110.4,1,0,0.4363,-0.7009,-0.6481,1.4932,1.1981,1,0,0,0,0,1089.0,41209,2847396321.0,125.44,231.0,14.2478,10.8849,8.8099,-3,2.6,237,13361.0,26639.0,4301.0,1
1,298.7,309.9,2083,18.2,205,0,0,0,0,0,0,37910.6,11.2,0.0984,0.0883,3731.0,122.3317,0,1,0,1,1,0,5640.18,7771673.0,7771673.0,2296.0,23329.6,0,0,3.0355,-2.1855,-2.1639,1.5246,1.1981,1,0,0,0,1,331.24,42025,1437213592.36,125.44,194.7064,14.3178,10.543,8.2247,-5,2.6,703,-2089.4,42089.4,8269.0,2
0,298.7,309.9,1541,38.5,208,0,0,0,0,0,0,59328.5,11.2,0.1349,0.1842,8008.0,191.444,0,0,0,1,0,0,11931.15,12340328.0,12340328.0,2329.6,17259.2,1,0,0.0124,-0.1492,-0.0627,1.5718,1.1981,1,0,0,0,0,1482.25,43264,3519870912.25,125.44,243.5744,14.4222,10.9909,8.9883,-8,2.6,161,19328.5,20671.5,2992.0,1
0,298.8,309.9,1320,47.4,210,0,0,0,0,0,0,62568.0,11.1,0.159,0.2246,9954.0,201.8974,0,0,0,1,0,0,14689.26,13139280.0,13139280.0,2331.0,14652.0,1,0,-1.2203,0.7436,0.2552,1.6032,1.0982,1,0,1,0,0,2246.76,44100,3914754624.0,123.21,250.136,14.4914,11.044,9.2058,-10,2.5,-60,22568.0,17432.0,1046.0,1
0,298.7,309.8,1354,53.3,212,1,0,0,0,1,0,72168.2,11.1,0.1565,0.2502,11299.6,232.9509,0,0,1,1,0,0,16512.34,15299658.4,15299658.4,2353.2,15029.4,1,0,-1.0306,1.3355,1.197,1.6346,1.0982,1,0,1,0,0,2840.89,44944,5208249091.24,123.21,268.6414,14.5602,11.1868,9.3326,-12,2.5,-26,32168.2,7831.8,-299.6,2
1,298.8,309.9,1495,35.2,214,0,0,0,0,0,0,52624.0,11.1,0.143,0.1637,7532.8,169.8096,0,0,0,1,0,0,10908.48,11261536.0,11261536.0,2375.4,16594.5,0,0,-0.2442,-0.4802,-0.7204,1.666,1.0982,1,0,0,0,0,1239.04,45796,2769285376.0,123.21,229.3992,14.6287,10.8709,8.9272,-14,2.5,115,12624.0,27376.0,4467.2,1
0,298.7,309.8,1589,31.8,217,0,0,0,0,0,0,50530.2,11.1,0.1365,0.1459,6900.6,163.1059,0,0,0,1,0,0,9851.64,10965053.4,10965053.4,2408.7,17637.9,1,0,0.2801,-0.8212,-0.9258,1.7131,1.0982,1,0,0,0,0,1011.24,47089,2553301112.04,123.21,224.7892,14.7309,10.8303,8.8395,-17,2.5,209,10530.2,29469.8,4099.4,1
0,298.7,309.8,1530,35.5,0,0,0,0,0,0,0,54315.0,11.1,0.0,35.5,0.0,175.3228,0,0,0,0,0,0,10997.9,0.0,0.0,0.0,16983.0,1,0,-0.049,-0.4501,-0.5545,-1.6959,1.0982,0,0,0,0,0,1260.25,0,2950119225.0,123.21,233.0558,0.0,10.9026,0.0,200,2.5,150,14315.0,25685.0,11000.0,0
0,298.7,309.8,1539,33.4,2,0,0,0,0,0,0,51402.6,11.1,0.0013,11.1333,66.8,165.9219,0,0,0,0,0,0,10347.32,102805.2,102805.2,22.2,17082.9,1,0,0.0012,-0.6607,-0.8402,-1.6645,1.0982,0,0,0,0,0,1115.56,4,2642227286.76,123.21,226.7214,1.4142,10.8475,4.2166,198,2.5,159,11402.6,28597.4,10933.2,0
0,298.7,309.7,1462,46.8,4,0,0,0,0,0,0,68421.6,11.0,0.0027,9.36,187.2,220.9286,0,0,0,0,0,0,14493.96,273686.4,273686.4,44.0,16082.0,1,0,-0.4282,0.6834,0.8294,-1.6331,0.9983,0,0,0,0,0,2190.24,16,4681515346.56,121.0,261.5752,2.0,11.1335,5.2375,196,2.4,82,28421.6,11578.4,10812.8,0
0,298.6,309.7,1356,54.0,6,0,0,0,0,0,0,73224.0,11.1,0.0044,7.7143,324.0,236.4353,0,0,0,0,0,0,16723.8,439344.0,439344.0,66.6,15051.6,1,0,-1.0195,1.4057,1.3006,-1.6016,1.0982,0,0,1,0,0,2916.0,36,5361754176.0,123.21,270.5993,2.4495,11.2013,5.7838,194,2.5,-24,33224.0,6776.0,10676.0,0
1,298.7,309.7,1622,34.6,8,0,0,0,0,0,0,56121.2,11.0,0.0049,3.8444,276.8,181.2115,0,0,0,0,0,0,10715.62,448969.6,448969.6,88.0,17842.0,0,0,0.4642,-0.5404,-0.3773,-1.5702,0.9983,0,0,0,0,0,1197.16,64,3149589089.44,121.0,236.8991,2.8284,10.9353,5.6269,192,2.4,242,16121.2,23878.8,11723.2,0
0,298.7,309.8,1394,40.3,11,0,0,0,0,0,0,56178.2,11.1,0.0079,3.3583,443.3,181.337,0,0,0,0,0,0,12484.94,617960.2,617960.2,122.1,15473.4,1,0,-0.8075,0.0314,-0.3717,-1.5231,1.0982,0,0,1,0,0,1624.09,121,3155990155.24,123.21,237.0194,3.3166,10.9363,6.0965,189,2.5,14,16178.2,23821.8,10556.7,0
0,298.8,309.9,1568,33.7,13,0,0,0,0,0,0,52841.6,11.1,0.0083,2.4071,438.1,170.5118,0,0,0,0,0,0,10443.63,686940.8,686940.8,144.3,17404.8,1,0,0.163,-0.6307,-0.6991,-1.4917,1.0982,0,0,0,0,0,1135.69,169,2792234690.56,123.21,229.873,3.6056,10.8751,6.0847,187,2.5,188,12841.6,27158.4,10561.9,0
1,298.9,310.0,1456,43.8,15,0,0,0,0,0,0,63772.8,11.1,0.0103,2.7375,657.0,205.7187,0,0,0,0,0,0,13578.0,956592.0,956592.0,166.5,16161.6,0,0,-0.4617,0.3825,0.3734,-1.4603,1.0982,0,0,0,0,0,1918.44,225,4066970019.84,123.21,252.5328,3.873,11.0631,6.4892,185,2.5,76,23772.8,16227.2,11343.0,0
0,298.9,310.0,1378,49.3,18,0,0,0,0,0,0,67935.4,11.1,0.0131,2.5947,887.4,219.1465,0,0,0,0,0,0,15283.0,1222837.2,1222837.2,199.8,15295.8,1,0,-0.8968,0.9342,0.7817,-1.4131,1.0982,0,0,1,0,0,2430.49,324,4615218573.16,123.21,260.6442,4.2426,11.1263,6.7894,182,2.5,-2,27935.4,12064.6,10112.6,0
1,298.9,309.9,1404,41.4,20,0,0,0,0,0,0,58125.6,11.0,0.0142,1.9714,828.0,187.5624,0,0,0,0,0,0,12829.86,1162512.0,1162512.0,220.0,15444.0,0,0,-0.7517,0.1417,-0.1807,-1.3817,0.9983,0,0,0,0,0,1713.96,400,3378585375.36,121.0,241.0925,4.4721,10.9704,6.7202,180,2.4,24,18125.6,21874.4,11172.0,0
0,298.8,309.8,1437,42.8,23,0,0,0,0,0,0,61503.6,11.0,0.016,1.7833,984.4,198.5268,0,0,0,0,0,0,13259.44,1414582.8,1414582.8,253.0,15807.0,1,0,-0.5677,0.2822,0.1507,-1.3346,0.9983,0,0,0,0,0,1831.84,529,3782692812.96,121.0,247.9992,4.7958,11.0269,6.893,177,2.4,57,21503.6,18496.4,10015.6,0
0,298.8,309.8,1363,44.0,25,0,0,0,0,0,0,59972.0,11.0,0.0183,1.6923,1100.0,193.583,0,0,0,0,0,0,13631.2,1499300.0,1499300.0,275.0,14993.0,1,0,-0.9804,0.4026,0.0005,-1.3032,0.9983,0,0,1,0,0,1936.0,625,3596640784.0,121.0,244.8918,5.0,11.0016,7.004,175,2.4,-17,19972.0,20028.0,9900.0,0
1,298.8,309.8,1377,49.6,27,0,0,0,0,0,0,68299.2,11.0,0.0196,1.7714,1339.2,220.4622,0,0,0,0,0,0,15366.08,1844078.4,1844078.4,297.0,15147.0,0,0,-0.9023,0.9643,0.8174,-1.2717,0.9983,0,0,1,0,0,2460.16,729,4664780720.64,121.0,261.3412,5.1962,11.1317,7.2006,173,2.4,-3,28299.2,11700.8,10660.8,0
2,298.8,309.9,1526,42.1,30,0,0,0,0,0,0,64244.6,11.1,0.0196,1.3581,1263.0,207.3075,0,0,0,0,0,0,13046.79,1927338.0,1927338.0,333.0,16938.6,0,1,-0.0713,0.212,0.4196,-1.2246,1.0982,0,0,0,0,0,1772.41,900,4127368629.16,123.21,253.4652,5.4772,11.0705,7.142,170,2.5,146,24244.6,15755.4,11737.0,0
2,298.8,309.8,1510,44.2,35,0,0,0,0,0,0,66742.0,11.0,0.0232,1.2278,1547.0,215.4358,0,0,0,0,0,0,13693.16,2335970.0,2335970.0,385.0,16610.0,0,1,-0.1605,0.4226,0.6647,-1.1461,0.9983,0,0,0,0,0,1953.64,1225,4454494564.0,121.0,258.3447,5.9161,11.1086,7.3447,165,2.4,130,26742.0,13258.0,11453.0,0
2,298.8,309.9,1439,45.2,40,1,0,0,0,0,0,65042.8,11.1,0.0278,1.1024,1808.0,209.8832,0,0,0,0,0,0,14007.48,2601712.0,2601712.0,444.0,15972.9,0,1,-0.5565,0.5229,0.498,-1.0675,1.0982,0,0,0,0,0,2043.04,1600,4230565831.84,123.21,255.0349,6.3246,11.0828,7.5005,160,2.5,59,25042.8,14957.2,11192.0,0
0,298.8,309.9,1482,39.1,45,0,0,0,0,0,0,57946.2,11.1,0.0303,0.85,1759.5,186.9835,0,0,0,0,0,0,12117.09,2607579.0,2607579.0,499.5,16450.2,1,0,-0.3167,-0.089,-0.1983,-0.989,1.0982,0,0,0,0,0,1528.81,2025,3357762094.44,123.21,240.7202,6.7082,10.9673,7.4734,155,2.5,102,17946.2,22053.8,9240.5,0
1,298.8,309.8,1534,37.0,47,0,0,0,0,0,0,56758.0,11.0,0.0306,0.7708,1739.0,183.2085,0,0,0,0,0,0,11462.6,2667626.0,2667626.0,517.0,16874.0,0,0,-0.0266,-0.2996,-0.3148,-0.9575,0.9983,0,0,0,0,0,1369.0,2209,3221470564.0,121.0,238.2394,6.8557,10.9466,7.4616,153,2.4,154,16758.0,23242.0,10261.0,0
1,298.8,309.9,1741,27.7,50,0,0,0,0,0,0,48225.7,11.1,0.0287,0.5431,1385.0,155.617,0,0,0,0,0,0,8584.23,2411285.0,2411285.0,555.0,19325.1,0,0,1.128,-1.2325,-1.1519,-0.9104,1.0982,0,0,0,0,0,767.29,2500,2325718140.49,123.21,219.6035,7.0711,10.7837,7.2342,150,2.5,361,8225.7,31774.3,10615.0,0
0,298.8,309.9,1550,38.8,53,0,0,0,0,0,0,60140.0,11.1,0.0342,0.7185,2056.4,194.0626,0,0,0,0,0,0,12024.12,3187420.0,3187420.0,588.3,17205.0,1,0,0.0626,-0.1191,0.017,-0.8633,1.0982,0,0,0,0,0,1505.44,2809,3616819600.0,123.21,245.2346,7.2801,11.0044,7.6292,147,2.5,170,20140.0,19860.0,8943.6,0
1,298.8,310.0,1486,38.5,55,0,0,0,0,0,0,57211.0,11.2,0.037,0.6875,2117.5,184.5516,0,0,0,0,0,0,11935.0,3146605.0,3146605.0,616.0,16643.2,0,0,-0.2944,-0.1492,-0.2704,-0.8319,1.1981,0,0,0,0,0,1482.25,3025,3273098521.0,125.44,239.1882,7.4162,10.9545,7.6585,145,2.6,106,17211.0,22789.0,9882.5,0
0,298.9,310.1,1602,38.2,58,0,0,0,0,0,0,61196.4,11.2,0.0362,0.6475,2215.6,197.3441,0,0,0,0,0,0,11845.82,3549391.2,3549391.2,649.6,17942.4,1,0,0.3526,-0.1792,0.1206,-0.7847,1.1981,0,0,0,0,0,1459.24,3364,3744999372.96,125.44,247.3791,7.6158,11.0219,7.7037,142,2.6,222,21196.4,18803.6,8784.4,0
0,299.0,310.2,1477,37.9,60,0,0,0,0,0,0,55978.3,11.2,0.0406,0.6213,2274.0,180.4587,0,0,0,0,0,0,11756.58,3358698.0,3358698.0,672.0,16542.4,1,0,-0.3446,-0.2093,-0.3913,-0.7533,1.1981,0,0,0,0,0,1436.41,3600,3133570070.89,125.44,236.5973,7.746,10.9327,7.7297,140,2.6,97,15978.3,24021.7,8726.0,0
0,299.0,310.1,1618,29.2,62,0,0,0,0,0,0,47245.6,11.1,0.0383,0.4635,1810.4,152.356,0,0,0,0,0,0,9054.92,2929227.2,2929227.2,688.2,17959.8,1,0,0.4419,-1.0821,-1.2481,-0.7219,1.0982,0,0,0,0,0,852.64,3844,2232146719.36,123.21,217.3605,7.874,10.7631,7.5019,138,2.5,238,7245.6,32754.4,9189.6,0
1,299.0,310.2,1628,35.8,64,0,0,0,0,0,0,58282.4,11.2,0.0393,0.5508,2291.2,187.8865,0,0,0,0,0,0,11105.16,3730073.6,3730073.6,716.8,18233.6,0,0,0.4977,-0.42,-0.1653,-0.6905,1.1981,0,0,0,0,0,1281.64,4096,3396838149.76,125.44,241.4175,8.0,10.9731,7.7373,136,2.6,248,18282.4,21717.6,9708.8,0
1,299.0,310.3,1662,33.6,67,0,0,0,0,0,0,55843.2,11.3,0.0403,0.4941,2251.2,179.9652,0,0,0,0,0,0,10426.08,3741494.4,3741494.4,757.1,18780.6,0,0,0.6873,-0.6407,-0.4046,-0.6433,1.298,0,0,0,0,0,1128.96,4489,3118462986.24,127.69,236.3117,8.1854,10.9303,7.7197,133,2.7,282,15843.2,24156.8,9748.8,0
1,299.0,310.3,1657,31.0,70,0,0,0,0,0,0,51367.0,11.3,0.0422,0.4366,2170.0,165.5398,0,0,0,0,0,0,9619.3,3595690.0,3595690.0,791.0,18724.1,0,0,0.6594,-0.9015,-0.8437,-0.5962,1.298,0,0,0,0,0,961.0,4900,2638568689.0,127.69,226.6429,8.3666,10.8468,7.6829,130,2.7,277,11367.0,28633.0,9830.0,0
2,299.0,310.4,1677,30.8,73,0,0,0,0,0,0,51651.6,11.4,0.0435,0.4162,2248.4,166.4034,0,0,0,0,0,0,9560.32,3770566.8,3770566.8,832.2,19117.8,0,1,0.771,-0.9216,-0.8158,-0.5491,1.3978,0,0,0,0,0,948.64,5329,2667887782.56,129.96,227.2699,8.544,10.8523,7.7184,127,2.8,297,11651.6,28348.4,10751.6,0
1,299.0,310.3,1447,39.9,78,0,0,0,0,0,0,57735.3,11.3,0.0539,0.5051,3112.2,186.0628,0,0,0,0,0,0,12380.97,4503353.4,4503353.4,881.4,16351.1,0,0,-0.5119,-0.0087,-0.219,-0.4705,1.298,0,0,0,0,0,1592.01,6084,3333364866.09,127.69,240.2817,8.8318,10.9636,8.0434,122,2.7,67,17735.3,22264.7,8887.8,0
0,298.9,310.4,1831,25.4,81,0,0,0,0,0,0,46507.4,11.5,0.0442,0.3098,2057.4,149.8305,0,0,0,0,0,0,7884.16,3767099.4,3767099.4,931.5,21056.5,1,0,1.6299,-1.4632,-1.3205,-0.4234,1.4977,0,0,0,0,0,645.16,6561,2162938254.76,132.25,215.6557,9.0,10.7474,7.6297,119,2.9,451,6507.4,33492.6,8942.6,0
0,299.0,310.3,1584,34.4,83,0,0,0,0,0,0,54489.6,11.3,0.0524,0.4095,2855.2,175.603,0,0,0,0,0,0,10674.32,4522636.8,4522636.8,937.9,17899.2,1,0,0.2522,-0.5604,-0.5374,-0.392,1.298,0,0,0,0,0,1183.36,6889,2969116508.16,127.69,233.4301,9.1104,10.9058,7.9572,117,2.7,204,14489.6,25510.4,8144.8,0
